Kingdom,Class,Common name,Adult weight (g),Maximum longevity (yrs)
Animalia,Mammalia,Dwarf mongoose,274.8,20.0
Animalia,Mammalia,Indian gray mongoose,1000.0,12.3
Animalia,Mammalia,Javan mongoose,800.0,16.6
Animalia,Mammalia,Ruddy mongoose,1702.5,17.8
Animalia,Mammalia,Crab-eating mongoose,1863.2,13.3
Animalia,Mammalia,Striped-necked mongoose,2250.0,12.8
Animalia,Mammalia,White-tailed mongoose,3500.0,14.8
Animalia,Mammalia,Banded mongoose,1331.5,17.4
Animalia,Mammalia,Meerkat,776.0,20.6
Animalia,Mammalia,Spotted hyena,63000.0,41.1
Animalia,Mammalia,Brown hyena,42250.0,31.9
Animalia,Mammalia,Striped hyena,40000.0,25.0
Animalia,Mammalia,Aardwolf,10000.0,20.0
Animalia,Mammalia,Molina's hog-nosed skunk,3400.0,10.0
Animalia,Mammalia,"American hog-nosed skunk, or Hog-nosed skunk",1900.0,10.2
Animalia,Mammalia,Striped skunk,3500.0,13.9
Animalia,Mammalia,Eastern spotted skunk,600.0,10.5
Animalia,Mammalia,African clawless otter,23500.0,14.2
Animalia,Mammalia,Oriental small-clawed otter,3000.0,23.0
Animalia,Mammalia,Hog badger,10500.0,15.8
Animalia,Mammalia,Tayra,4500.0,22.3
Animalia,Mammalia,Sea otter,25850.0,27.0
Animalia,Mammalia,Lesser grison,1000.0,10.2
Animalia,Mammalia,Greater grison,2300.0,12.5
Animalia,Mammalia,Wolverine,16333.3,19.5
Animalia,Mammalia,Spotted-necked otter,4000.0,22.9
Animalia,Mammalia,Striped polecat,910.0,14.0
Animalia,Mammalia,Northern river otter,9000.0,27.0
Animalia,Mammalia,European otter,6750.0,18.2
Animalia,Mammalia,American marten,884.0,17.8
Animalia,Mammalia,Yellow-throated marten,2500.0,16.0
Animalia,Mammalia,Beech marten,1700.0,18.2
Animalia,Mammalia,European pine marten,1300.0,18.2
Animalia,Mammalia,Fisher,3175.0,14.3
Animalia,Mammalia,Sable,1066.7,18.4
Animalia,Mammalia,"European badger, or Old World badger",13000.0,18.6
Animalia,Mammalia,Honey badger,10000.0,31.3
Animalia,Mammalia,Chinese ferret-badger,672.0,19.0
Animalia,Mammalia,Ermine,110.3,12.5
Animalia,Mammalia,Steppe polecat,1350.0,9.1
Animalia,Mammalia,Long-tailed weasel,150.6,8.8
Animalia,Mammalia,European mink,590.0,8.4
Animalia,Mammalia,Black-footed ferret,1021.0,9.4
Animalia,Mammalia,Least weasel,46.9,9.1
Animalia,Mammalia,European polecat,809.0,11.1
Animalia,Mammalia,Siberian weasel,565.0,8.8
Animalia,Mammalia,American mink,925.0,11.4
Animalia,Mammalia,Giant otter,24000.0,17.3
Animalia,Mammalia,American badger,8000.0,25.0
Animalia,Mammalia,Marbled polecat,542.5,8.8
Animalia,Mammalia,African palm civet,1900.0,21.0
Animalia,Mammalia,South American fur seal,110000.0,30.6
Animalia,Mammalia,South African fur seal,127551.0,32.1
Animalia,Mammalia,Steller sea lion,415000.0,32.8
Animalia,Mammalia,Australian sea lion,190000.0,24.1
Animalia,Mammalia,Southern sea lion,207500.0,29.0
Animalia,Mammalia,California sea lion,180000.0,35.7
Animalia,Mammalia,Gray seal,268000.0,42.9
Animalia,Mammalia,Harbor seal,115000.0,47.6
Animalia,Mammalia,Ringed seal,90000.0,46.0
Animalia,Mammalia,Baikal seal,90000.0,56.0
Animalia,Mammalia,Allen's olingo,1235.0,25.2
Animalia,Mammalia,Olingo,1235.0,21.8
Animalia,Mammalia,Ringtail,1015.0,19.0
Animalia,Mammalia,Cacomistle,900.0,24.0
Animalia,Mammalia,White-nosed coati,3750.0,26.4
Animalia,Mammalia,South american coati,4750.0,23.7
Animalia,Mammalia,Kinkajou,3000.0,38.4
Animalia,Mammalia,Crab-eating raccoon,6270.0,19.0
Animalia,Mammalia,Common raccoon,6000.0,21.0
Animalia,Mammalia,Giant panda,117500.0,36.8
Animalia,Mammalia,Sun bear,46000.0,35.9
Animalia,Mammalia,Sloth bear,100000.0,33.3
Animalia,Mammalia,Spectacled bear,109250.0,39.0
Animalia,Mammalia,American black bear,154250.0,34.0
Animalia,Mammalia,Brown bear,277500.0,40.0
Animalia,Mammalia,Polar bear,475000.0,43.8
Animalia,Mammalia,Asiatic black bear,103750.0,39.2
Animalia,Mammalia,Binturong,12250.0,27.0
Animalia,Mammalia,Small-toothed palm civet,2250.0,16.1
Animalia,Mammalia,African civet,13666.7,28.0
Animalia,Mammalia,Small-spotted genet,1866.7,22.7
Animalia,Mammalia,Panther genet,2225.0,20.0
Animalia,Mammalia,Large-spotted genet,1820.0,21.3
Animalia,Mammalia,Banded palm civet,2400.0,16.0
Animalia,Mammalia,Masked palm civet,4300.0,27.4
Animalia,Mammalia,Asian palm civet,3100.0,24.5
Animalia,Mammalia,Malabar civet,12061.0,15.4
Animalia,Mammalia,Malayan civet,7350.0,15.0
Animalia,Mammalia,Large indian civet,10000.0,21.7
Animalia,Mammalia,Bowhead whale,100000000.0,211.0
Animalia,Mammalia,Southern right whale,45000000.0,70.0
Animalia,Mammalia,North atlantic right whale,23000000.0,67.0
Animalia,Mammalia,Common minke whale,7500000.0,50.0
Animalia,Mammalia,Sei whale,20000000.0,74.0
Animalia,Mammalia,Bryde's whale,16000000.0,72.0
Animalia,Mammalia,Blue whale,136000000.0,110.0
Animalia,Mammalia,Fin whale,70000000.0,114.0
Animalia,Mammalia,Humpback whale,30000000.0,95.0
Animalia,Mammalia,Short-beaked saddleback dolphin,80000.0,25.0
Animalia,Mammalia,Short-finned pilot whale,2200000.0,63.0
Animalia,Mammalia,Long-finned pilot whale,1060000.0,60.0
Animalia,Mammalia,Risso's dolphin,425000.0,42.5
Animalia,Mammalia,Atlantic white-sided dolphin,208000.0,27.0
Animalia,Mammalia,Pacific white-sided dolphin,103000.0,46.0
Animalia,Mammalia,Irrawaddy dolphin,190000.0,30.0
Animalia,Mammalia,Killer whale,3987500.0,90.0
Animalia,Mammalia,Melon-headed whale,206000.0,47.0
Animalia,Mammalia,False killer whale,748000.0,62.5
Animalia,Mammalia,Pantropical spotted dolphin,112500.0,46.0
Animalia,Mammalia,Striped dolphin,112500.0,57.5
Animalia,Mammalia,Rough-toothed dolphin,114000.0,32.0
Animalia,Mammalia,Bottlenosed dolphin,200000.0,51.6
Animalia,Mammalia,Gray whale,28500000.0,77.0
Animalia,Mammalia,Baird's beaked whale,11380000.0,84.0
Animalia,Mammalia,Northern bottlenose whale,6500000.0,37.0
Animalia,Mammalia,Gervais's beaked whale,5600000.0,48.0
Animalia,Mammalia,Cuvier's beaked whale,2701000.0,62.0
Animalia,Mammalia,"Amazon river dolphin, or Amazon dolphin",84000.0,31.3
Animalia,Mammalia,Pygmy sperm whale,424600.0,17.0
Animalia,Mammalia,"Yangzte river dolphin, or Baiji",83500.0,24.0
Animalia,Mammalia,Beluga,1430000.0,40.0
Animalia,Mammalia,Narwhal,1250000.0,50.0
Animalia,Mammalia,Finless porpoise,32500.0,33.0
Animalia,Mammalia,Harbor porpoise,52500.0,20.4
Animalia,Mammalia,Dall's porpoise,120000.0,22.0
Animalia,Mammalia,Sperm whale,28500000.0,77.0
Animalia,Mammalia,Greater sac-winged bat,7.9,6.0
Animalia,Mammalia,Sharp-nosed tomb bat,24.43,4.0
Animalia,Mammalia,Hill's tomb bat,21.99,8.8
Animalia,Mammalia,Fulvus roundleaf bat,7.0,13.0
Animalia,Mammalia,Australian false vampire bat,150.0,22.6
Animalia,Mammalia,Greater false vampire bat,38.6,14.0
Animalia,Mammalia,Schreibers's long-fingered bat,13.0,22.0
Animalia,Mammalia,Pallas's mastiff bat,14.0,5.6
Animalia,Mammalia,Brazilian free-tailed bat,12.5,12.0
Animalia,Mammalia,European free-tailed bat,35.0,13.0
Animalia,Mammalia,New Zealand lesser short-tailed bat,23.5,7.6
Animalia,Mammalia,Greater bulldog bat,50.0,11.8
Animalia,Mammalia,Geoffroy's tailless bat,15.2,10.0
Animalia,Mammalia,Jamaican fruit-eating bat,42.2,19.2
Animalia,Mammalia,Seba's short-tailed bat,15.0,17.0
Animalia,Mammalia,Vampire bat,33.2,29.2
Animalia,Mammalia,Hairy-legged vampire bat,28.0,8.0
Animalia,Mammalia,Pallas's long-tongued bat,10.0,11.0
Animalia,Mammalia,Southern long-nosed bat,25.0,10.1
Animalia,Mammalia,California leaf-nosed bat,11.6,17.0
Animalia,Mammalia,Waterhouse's leaf-nosed bat,16.0,10.4
Animalia,Mammalia,Pale spear-nosed bat,43.4,9.0
Animalia,Mammalia,Greater spear-nosed bat,81.0,18.0
Animalia,Mammalia,White-lined broad-nosed bat,22.0,13.0
Animalia,Mammalia,Little yellow-shouldered bat,20.0,12.0
Animalia,Mammalia,Lesser short-nosed fruit bat,45.0,10.1
Animalia,Mammalia,Greater short-nosed fruit bat,75.0,10.0
Animalia,Mammalia,Moluccan naked-backed fruit bat,430.0,12.3
Animalia,Mammalia,Straw-colored fruit bat,306.25,21.8
Animalia,Mammalia,Gambian epauletted fruit bat,80.0,7.8
Animalia,Mammalia,Wahlberg's epauletted fruit bat,80.0,10.1
Animalia,Mammalia,Philippine pygmy fruit bat,18.0,10.0
Animalia,Mammalia,Black flying fox,672.1,20.3
Animalia,Mammalia,Ryukyu flying fox,435.0,24.0
Animalia,Mammalia,Indian flying fox,1175.0,44.0
Animalia,Mammalia,Variable flying fox,450.0,20.3
Animalia,Mammalia,Comoro black flying fox,696.5,15.0
Animalia,Mammalia,Lyle's flying fox,316.7,20.4
Animalia,Mammalia,Greater mascarene flying fox,456.3,19.4
Animalia,Mammalia,Gray-headed flying fox,675.0,23.6
Animalia,Mammalia,Bonin flying fox,321.49,16.7
Animalia,Mammalia,Little golden-mantled flying fox,200.0,17.2
Animalia,Mammalia,Rodriguez flying fox,350.0,28.0
Animalia,Mammalia,Little red flying fox,300.0,15.8
Animalia,Mammalia,Large flying fox,872.0,20.9
Animalia,Mammalia,Egyptian rousette,125.0,22.9
Animalia,Mammalia,Long-haired rousette,103.0,18.7
Animalia,Mammalia,Leschenault's rousette,108.25,14.0
Animalia,Mammalia,Mediterranean horseshoe bat,8.2,13.0
Animalia,Mammalia,Greater horseshoe bat,22.875,30.5
Animalia,Mammalia,Lesser horseshoe bat,4.6,29.4
Animalia,Mammalia,Pallid bat,20.8,14.8
Animalia,Mammalia,Western barbastelle,10.25,23.0
Animalia,Mammalia,Gould's wattled bat,15.87,7.8
Animalia,Mammalia,Chocolate wattled bat,8.91,9.6
Animalia,Mammalia,Townsend's big-eared bat,14.25,20.5
Animalia,Mammalia,Big brown bat,23.0,19.0
Animalia,Mammalia,Northern bat,13.0,20.0
Animalia,Mammalia,Serotine,18.2,21.0
Animalia,Mammalia,Eastern false pipistrelle,22.54,6.0
Animalia,Mammalia,Silver-haired bat,10.0,12.0
Animalia,Mammalia,Hoary bat,24.0,14.0
Animalia,Mammalia,Large-footed myotis,10.41,8.0
Animalia,Mammalia,Bechstein's bat,10.5,21.0
Animalia,Mammalia,Lesser mouse-eared bat,23.0,33.0
Animalia,Mammalia,Brandt's bat,7.0,41.0
Animalia,Mammalia,Pond bat,15.0,20.5
Animalia,Mammalia,Daubenton's bat,8.5,28.0
Animalia,Mammalia,Geoffroy's bat,11.0,22.7
Animalia,Mammalia,Western long-eared myotis,7.4,22.0
Animalia,Mammalia,Gray myotis,9.25,16.5
Animalia,Mammalia,Keen's myotis,7.4,19.0
Animalia,Mammalia,Eastern small-footed myotis,5.6,12.0
Animalia,Mammalia,Little brown bat,10.0,34.0
Animalia,Mammalia,Mouse-eared bat,28.55,37.1
Animalia,Mammalia,Whiskered bat,5.3,24.0
Animalia,Mammalia,Natterer's bat,7.5,23.7
Animalia,Mammalia,Black myotis,4.2,7.0
Animalia,Mammalia,Indiana bat,7.7,20.0
Animalia,Mammalia,Fringed myotis,6.0,18.3
Animalia,Mammalia,Cave myotis,10.1,11.3
Animalia,Mammalia,Fish-eating bat,25.0,10.0
Animalia,Mammalia,Long-legged myotis,7.0,21.0
Animalia,Mammalia,Yuma myotis,6.25,14.0
Animalia,Mammalia,Lesser noctule,16.0,16.0
Animalia,Mammalia,Noctule,27.75,12.0
Animalia,Mammalia,Evening bat,9.75,6.0
Animalia,Mammalia,Lesser long-eared bat,8.0,7.3
Animalia,Mammalia,Gould's long-eared bat,11.32,4.0
Animalia,Mammalia,Eastern pipistrelle,7.5,14.8
Animalia,Mammalia,Kuhl's pipistrelle,6.0,8.0
Animalia,Mammalia,Nathusius's pipistrelle,10.0,11.0
Animalia,Mammalia,Common pipistrelle,5.0,16.6
Animalia,Mammalia,Brown big-eared bat,7.8,30.0
Animalia,Mammalia,Gray big-eared bat,12.0,25.5
Animalia,Mammalia,Western broad-nosed bat,11.7,9.7
Animalia,Mammalia,Orion broad-nosed bat,11.765,11.1
Animalia,Mammalia,Large forest bat,6.06,8.0
Animalia,Mammalia,Eastern forest bat,5.4,5.0
Animalia,Mammalia,Southern forest bat,5.05,8.0
Animalia,Mammalia,Little forest bat,3.77,9.1
Animalia,Mammalia,Particolored bat,18.7,14.5
Animalia,Mammalia,Screaming hairy armadillo,840.0,16.2
Animalia,Mammalia,Large hairy armadillo,3000.0,25.2
Animalia,Mammalia,Nine-banded armadillo,5500.0,22.3
Animalia,Mammalia,Seven-banded armadillo,1475.0,16.8
Animalia,Mammalia,Six-banded armadillo,4850.0,22.1
Animalia,Mammalia,Giant armadillo,33000.0,15.0
Animalia,Mammalia,Southern three-banded armadillo,1500.0,36.8
Animalia,Mammalia,Pichi,1500.0,12.5
Animalia,Mammalia,Kultarr,24.0,3.5
Animalia,Mammalia,Agile antechinus,18.0,4.7
Animalia,Mammalia,Fawn antechinus,34.0,3.4
Animalia,Mammalia,Yellow-footed antechinus,45.0,3.9
Animalia,Mammalia,Brown antechinus,27.5,5.4
Animalia,Mammalia,Dusky antechinus,41.0,3.3
Animalia,Mammalia,Mulgara,115.0,7.4
Animalia,Mammalia,Kowari,105.0,8.0
Animalia,Mammalia,Western quoll,890.0,6.2
Animalia,Mammalia,Northern quoll,525.0,5.9
Animalia,Mammalia,"Tiger quoll, or Australian tiger cat",5500.0,6.8
Animalia,Mammalia,Eastern quoll,1090.0,6.8
Animalia,Mammalia,Southern dibbler,70.0,5.5
Animalia,Mammalia,Red-tailed phascogale,43.0,4.7
Animalia,Mammalia,Brush-tailed phascogale,193.5,5.9
Animalia,Mammalia,Pygmy planigale,10.0,5.8
Animalia,Mammalia,Narrow-nosed planigale,5.3,5.2
Animalia,Mammalia,Fat-tailed marsupial mouse,32.5,7.0
Animalia,Mammalia,Tasmanian devil,6500.0,13.0
Animalia,Mammalia,Fat-tailed dunnart,15.0,5.0
Animalia,Mammalia,Gray-bellied dunnart,17.5,3.6
Animalia,Mammalia,Stripe-faced dunnart,20.0,4.9
Animalia,Mammalia,Red-cheeked dunnart,34.0,5.3
Animalia,Mammalia,Lesser hairy-footed dunnart,10.0,5.3
Animalia,Mammalia,Numbat,471.5,11.0
Animalia,Mammalia,Central American woolly opossum,330.0,8.7
Animalia,Mammalia,Bare-tailed woolly opossum,350.0,8.9
Animalia,Mammalia,Water opossum (yapok),700.0,3.1
Animalia,Mammalia,Big-eared opossum,850.0,4.0
Animalia,Mammalia,Southern opossum,1530.0,4.2
Animalia,Mammalia,Virginia opossum,3000.0,6.6
Animalia,Mammalia,"Agile gracile opossum, or Paraguayan slender mouse opossum",22.0,6.1
Animalia,Mammalia,Lutrine opossum,370.0,2.9
Animalia,Mammalia,Murine mouse opossum,26.0,3.6
Animalia,Mammalia,Robinson's mouse opossum,75.0,5.0
Animalia,Mammalia,"White-bellied slender opossum, or Rio Napo mouse opossum",21.0,4.5
Animalia,Mammalia,Brown four-eyed opossum,440.0,3.0
Animalia,Mammalia,Sepia short-tailed opossum,35.0,4.1
Animalia,Mammalia,"Northern red-sided opossum, or Short bare-tailed opossum",90.0,3.9
Animalia,Mammalia,Gray short-tailed opossum,105.0,5.1
Animalia,Mammalia,Gray four-eyed opossum,450.0,4.4
Animalia,Mammalia,Pygmy gliding possum,13.0,8.8
Animalia,Mammalia,Mountain pygmy possum,45.0,12.0
Animalia,Mammalia,Eastern pygmy possum,40.0,10.3
Animalia,Mammalia,Doria's tree kangaroo,9581.0,19.0
Animalia,Mammalia,Goodfellow's tree kangaroo,7400.0,23.6
Animalia,Mammalia,Grizzled tree kangaroo,11400.0,23.8
Animalia,Mammalia,Matschie's tree kangaroo,7200.0,26.9
Animalia,Mammalia,Black tree kangaroo,8000.0,20.0
Animalia,Mammalia,Gray dorcopsis,3570.0,13.9
Animalia,Mammalia,Brown dorcopsis,5000.0,12.4
Animalia,Mammalia,"Macleay's dorcopsis, or Papuan mountain wallaby",2988.0,7.9
Animalia,Mammalia,Spectacled hare-wallaby,3000.0,8.8
Animalia,Mammalia,Rufous hare-wallaby,1310.0,13.2
Animalia,Mammalia,Agile wallaby,16000.0,16.9
Animalia,Mammalia,Antilopine wallaroo,49500.0,19.8
Animalia,Mammalia,Black wallaroo,17500.0,11.8
Animalia,Mammalia,Tammar wallaby,6500.0,15.1
Animalia,Mammalia,Western gray kangaroo,28250.0,23.2
Animalia,Mammalia,Eastern gray kangaroo,49500.0,25.0
Animalia,Mammalia,Parma wallaby,4250.0,15.9
Animalia,Mammalia,Wallaroo,30000.0,22.0
Animalia,Mammalia,Red-necked wallaby,16200.0,15.2
Animalia,Mammalia,Red kangaroo,55000.0,25.0
Animalia,Mammalia,"Bridled nail-tail wallaby, or Ridled nail-tailed wallaby",5500.0,7.4
Animalia,Mammalia,Northern nail-tailed wallaby,5800.0,5.5
Animalia,Mammalia,"Short-eared rock-wallaby, or Western rock wallaby",3700.0,10.1
Animalia,Mammalia,Nabarlek,1250.0,11.7
Animalia,Mammalia,Brush-tailed rock wallaby,6000.0,14.3
Animalia,Mammalia,Ringtailed rock wallaby,6000.0,14.4
Animalia,Mammalia,Quokka,3500.0,13.8
Animalia,Mammalia,Tasmanian pademelon,5000.0,8.8
Animalia,Mammalia,Dusky pademelon,4796.0,9.4
Animalia,Mammalia,Red-legged pademelon,4100.0,9.7
Animalia,Mammalia,Red-necked pademelon,3800.0,9.0
Animalia,Mammalia,Swamp wallaby,14625.0,16.8
Animalia,Mammalia,Striped possum,318.0,9.6
Animalia,Mammalia,Leadbeater's possum,127.0,14.1
Animalia,Mammalia,Yellow-bellied glider,572.5,15.0
Animalia,Mammalia,Sugar glider,110.0,17.8
Animalia,Mammalia,Squirrel glider,405.0,14.8
Animalia,Mammalia,Ground cuscus,2400.0,18.9
Animalia,Mammalia,"Common spotted cuscus, or Spotted cuscus",3500.0,17.0
Animalia,Mammalia,Brush-tailed possum,2395.0,15.9
Animalia,Mammalia,Koala,9300.0,22.1
Animalia,Mammalia,Rufous 'rat'-kangaroo,3250.0,12.8
Animalia,Mammalia,Woylie,1500.0,18.8
Animalia,Mammalia,Long-footed potoroo,1650.0,15.3
Animalia,Mammalia,Long-nosed potoroo,1430.0,14.5
Animalia,Mammalia,Lemuroid ringtail possum,1040.0,5.4
Animalia,Mammalia,"Common ringtail, or Ring-tailed possum",850.0,10.1
Animalia,Mammalia,Northern hairy-nosed wombat,31000.0,30.0
Animalia,Mammalia,Southern hairy-nosed wombat,25500.0,29.9
Animalia,Mammalia,Coarse-haired wombat,25500.0,30.0
Animalia,Mammalia,Four-toed hedgehog,500.0,11.4
Animalia,Mammalia,Amur hedgehog,774.475,8.0
Animalia,Mammalia,Eastern European hedgehog,719.0,7.0
Animalia,Mammalia,Western European hedgehog,750.0,11.7
Animalia,Mammalia,Long-eared hedgehog,342.0,7.6
Animalia,Mammalia,Desert hedgehog,188.0,6.3
Animalia,Mammalia,Brandt's hedgehog,292.0,7.0
Animalia,Mammalia,"Southern tree hyrax, or Tree hyrax",3000.0,13.6
Animalia,Mammalia,Rock hyrax,3600.0,14.8
Animalia,Mammalia,Japanese hare,2519.0,13.0
Animalia,Mammalia,Black-tailed jackrabbit,4175.0,11.8
Animalia,Mammalia,European hare,4175.0,10.7
Animalia,Mammalia,Mountain hare,4175.0,18.0
Animalia,Mammalia,European rabbit,1800.0,13.0
Animalia,Mammalia,Audubon's cottontail rabbit,900.0,7.8
Animalia,Mammalia,Eastern cottontail,1150.0,9.8
Animalia,Mammalia,Mountain cottontail,760.0,7.4
Animalia,Mammalia,Marsh rabbit,1233.0,7.6
Animalia,Mammalia,New England cottontail,902.6,9.3
Animalia,Mammalia,Northern pika,120.0,9.4
Animalia,Mammalia,American pika,100.0,7.0
Animalia,Mammalia,"Bushveld elephant shrew, or Long-eared elephant shrew",52.0,9.3
Animalia,Mammalia,North African elephant shrew,48.0,7.2
Animalia,Mammalia,Rufous elephant shrew,58.0,7.9
Animalia,Mammalia,Short-eared elephant shrew,40.0,8.7
Animalia,Mammalia,Golden-rumped elephant shrew,540.0,11.0
Animalia,Mammalia,Duck-billed platypus,1250.0,22.6
Animalia,Mammalia,Short-beaked echidna,3500.0,49.5
Animalia,Mammalia,"Western long-beaked echidna, or Long-nosed echidna",7500.0,41.2
Animalia,Mammalia,Long-nosed echymipera,1250.0,3.1
Animalia,Mammalia,Golden bandicoot,485.0,6.7
Animalia,Mammalia,Northern brown bandicoot,1600.0,6.8
Animalia,Mammalia,Southern brown bandicoot,700.0,6.5
Animalia,Mammalia,Western barred bandicoot,226.0,5.8
Animalia,Mammalia,Eastern barred bandicoot,766.0,6.1
Animalia,Mammalia,Long-nosed bandicoot,859.0,5.6
Animalia,Mammalia,Raffray's bandicoot,675.0,3.2
Animalia,Mammalia,"Rabbit-bandicoot, or Bilby",1300.0,9.6
Animalia,Mammalia,African wild ass,164998.0,47.0
Animalia,Mammalia,Horse,300000.0,57.0
Animalia,Mammalia,Grevy's zebra,384000.0,31.0
Animalia,Mammalia,Kulan,230000.0,31.6
Animalia,Mammalia,Kiang,275000.0,30.1
Animalia,Mammalia,Quagga,280000.0,38.0
Animalia,Mammalia,Mountain zebra,296000.0,33.2
Animalia,Mammalia,White rhinoceros,2175000.0,45.0
Animalia,Mammalia,Sumatran rhinoceros,1260000.0,32.8
Animalia,Mammalia,Black rhinoceros,1100000.0,57.0
Animalia,Mammalia,Indian rhinoceros,1602330.0,43.5
Animalia,Mammalia,Malayan tapir,250000.0,36.5
Animalia,Mammalia,Baird's tapir,300000.0,29.6
Animalia,Mammalia,Mountain tapir,148950.0,28.5
Animalia,Mammalia,Brazilian tapir,250000.0,39.6
Animalia,Mammalia,Southern two-toed sloth,6250.0,36.8
Animalia,Mammalia,Hoffmann's two-toed sloth,6250.0,41.0
Animalia,Mammalia,Giant anteater,28500.0,31.0
Animalia,Mammalia,Northern tamandua,4500.0,16.0
Animalia,Mammalia,Southern tamandua,4500.0,19.0
Animalia,Mammalia,Azara's night monkey,1230.0,30.0
Animalia,Mammalia,Lemurine night monkey,874.0,33.8
Animalia,Mammalia,Northern night monkey,800.0,30.1
Animalia,Mammalia,Noisy night monkey,873.0,22.1
Animalia,Mammalia,Black howler monkey,5462.5,32.4
Animalia,Mammalia,Mantled howler monkey,7000.0,24.0
Animalia,Mammalia,Red howler monkey,6543.2,25.0
Animalia,Mammalia,White-bellied spider monkey,7535.0,37.0
Animalia,Mammalia,Chamek spider monkey,6000.0,42.8
Animalia,Mammalia,Brown-headed spider monkey,7000.0,46.0
Animalia,Mammalia,Central American spider monkey,7267.5,47.1
Animalia,Mammalia,White-whiskered spider monkey,6000.0,44.0
Animalia,Mammalia,Black spider monkey,7887.5,46.0
Animalia,Mammalia,"Southern muriqui, or Woolly spider monkey, or Muriqui",11170.0,40.0
Animalia,Mammalia,Humboldt's woolly monkey,7650.0,32.0
Animalia,Mammalia,Goeldi's monkey,555.0,22.2
Animalia,Mammalia,Geoffroy's marmoset,342.0,17.6
Animalia,Mammalia,White-tufted-ear marmoset,255.2,22.8
Animalia,Mammalia,Wied's black-tufted-ear marmoset,342.0,20.0
Animalia,Mammalia,Black-pencilled marmoset,307.0,15.4
Animalia,Mammalia,Pygmy marmoset,124.0,18.6
Animalia,Mammalia,Saddlebacked tamarin,456.5,24.9
Animalia,Mammalia,Black-mantled tamarin,519.2,20.2
Animalia,Mammalia,Golden-headed lion tamarin,535.0,21.3
Animalia,Mammalia,Golden-rumped lion tamarin,570.0,17.9
Animalia,Mammalia,Golden lion tamarin,654.5,31.6
Animalia,Mammalia,Silvery marmoset,343.2,16.5
Animalia,Mammalia,Tassel-eared marmoset,355.8,15.0
Animalia,Mammalia,Brazilian bare-faced tamarin,495.8,19.0
Animalia,Mammalia,Geoffroy's tamarin,499.3,20.5
Animalia,Mammalia,Emperor tamarin,518.5,23.7
Animalia,Mammalia,Red-chested mustached tamarin,501.3,20.5
Animalia,Mammalia,Silvery-brown bare-face tamarin,490.0,15.2
Animalia,Mammalia,Midas tamarin,553.8,21.0
Animalia,Mammalia,Black-chested mustached tamarin,543.5,20.0
Animalia,Mammalia,Cotton-top tamarin,445.5,26.2
Animalia,Mammalia,White-fronted capuchin,2467.5,40.4
Animalia,Mammalia,White-faced capuchin,2655.0,54.0
Animalia,Mammalia,Weeping capuchin,2552.5,47.0
Animalia,Mammalia,Bolivian squirrel monkey,615.0,30.3
Animalia,Mammalia,South American squirrel monkey,925.0,30.2
Animalia,Mammalia,Brown capuchin,2642.5,46.0
Animalia,Mammalia,Allen's swamp monkey,4702.5,27.0
Animalia,Mammalia,L'hoest's monkey,4700.0,24.1
Animalia,Mammalia,Preuss's monkey,5250.0,26.0
Animalia,Mammalia,Agile mangabey,8000.0,31.0
Animalia,Mammalia,Red-capped mangabey,9492.5,46.0
Animalia,Mammalia,Black-cheeked white-nosed monkey,3705.0,31.2
Animalia,Mammalia,Campbell's monkey,3600.0,30.0
Animalia,Mammalia,Moustached monkey,3585.0,36.0
Animalia,Mammalia,Diana monkey,4550.0,35.1
Animalia,Mammalia,Red-bellied monkey,3250.0,24.0
Animalia,Mammalia,Owl-faced monkey,4425.0,28.6
Animalia,Mammalia,Blue monkey,9000.0,37.8
Animalia,Mammalia,Mona monkey,4500.0,30.0
Animalia,Mammalia,De Brazza's monkey,5945.0,30.8
Animalia,Mammalia,White-nosed guenon,5465.0,31.0
Animalia,Mammalia,Lesser white-nosed monkey,3650.0,29.0
Animalia,Mammalia,Crowned guenon,3580.0,27.0
Animalia,Mammalia,Wolf's monkey,3390.0,24.0
Animalia,Mammalia,"Grivet, or Vervet",5620.0,32.0
Animalia,Mammalia,Angolan colobus,8625.0,35.3
Animalia,Mammalia,Guereza,9950.0,35.0
Animalia,Mammalia,King colobus,9525.0,33.9
Animalia,Mammalia,Patas monkey,7750.0,30.0
