Kingdom,Class,Common name,Adult weight (g),Maximum longevity (yrs)
Animalia,Teleostei,Viviporous blenny,280.5,10.0
Animalia,Teleostei,California halibut,18150.0,30.0
Animalia,Teleostei,Southern flounder,5131.5,8.0
Animalia,Teleostei,Arrowtooth flounder,1100.0,15.0
Animalia,Teleostei,Petrale sole,1980.0,25.0
Animalia,Teleostei,Witch flounder,1375.0,25.0
Animalia,Teleostei,Rex sole,825.0,24.0
Animalia,Teleostei,American plaice,3520.0,30.0
Animalia,Teleostei,Atlantic halibut,176000.0,90.0
Animalia,Teleostei,Pacific halibut,199650.0,42.0
Animalia,Teleostei,Yellowfin sole,233.75,26.0
Animalia,Teleostei,Yellowtail flounder,825.0,12.0
Animalia,Teleostei,Lemon sole,1600.0,23.0
Animalia,Teleostei,European flounder,7700.0,15.0
Animalia,Teleostei,Starry flounder,5005.0,24.0
Animalia,Teleostei,Plaice,3850.0,50.0
Animalia,Teleostei,Winter flounder,1980.0,14.0
Animalia,Teleostei,Greenland halibut,3850.0,30.0
Animalia,Teleostei,Turbot,13750.0,26.0
Animalia,Teleostei,Brill,4400.0,6.0
Animalia,Teleostei,Common sole,1650.0,27.0
Animalia,Teleostei,Vendace,550.0,10.0
Animalia,Teleostei,Cisco,1842.0,11.0
Animalia,Teleostei,Lake whitefish,10450.0,50.0
Animalia,Teleostei,Muksun,7590.0,23.0
Animalia,Teleostei,Broad whitefish,8800.0,15.0
Animalia,Teleostei,Irish pollan,247.5,10.0
Animalia,Teleostei,Shortnose cisco,296.45,8.0
Animalia,Teleostei,Least cisco,305.25,26.0
Animalia,Teleostei,Danube salmon,28600.0,15.0
Animalia,Teleostei,Taimen,38500.0,16.0
Animalia,Teleostei,Cutthroat trout,10230.0,10.0
Animalia,Teleostei,Pink salmon,3740.0,3.0
Animalia,Teleostei,Chum salmon,8745.0,7.0
Animalia,Teleostei,Coho salmon,8360.0,5.0
Animalia,Teleostei,Steelhead,12235.0,11.0
Animalia,Teleostei,Sockeye salmon,4240.5,8.0
Animalia,Teleostei,Chinook salmon,33770.0,9.0
Animalia,Teleostei,Round whitefish,1498.0,16.0
Animalia,Teleostei,Mountain whitefish,1606.0,17.0
Animalia,Teleostei,Atlantic salmon,25740.0,13.0
Animalia,Teleostei,"Brook trout, or Bunnylake brook trout",4397.25,24.0
Animalia,Teleostei,Lake trout,17985.0,50.0
Animalia,Teleostei,Inconnu,22000.0,22.0
Animalia,Teleostei,Arctic grayling,2103.25,18.0
Animalia,Teleostei,Sablefish,31350.0,114.0
Animalia,Teleostei,Fourhorn sculpin,143.0,14.0
Animalia,Teleostei,Kelp greenling,1155.0,12.0
Animalia,Teleostei,Lingcod,32505.0,20.0
Animalia,Teleostei,Tiger flathead,1650.0,12.0
Animalia,Teleostei,Sea perch,770.0,42.0
Animalia,Teleostei,Rougheye rockfish,495.0,205.0
Animalia,Teleostei,Pacific ocean perch,770.0,100.0
Animalia,Teleostei,Redbanded rockfish,2442.0,106.0
Animalia,Teleostei,Shortraker rockfish,8910.0,157.0
Animalia,Teleostei,Silvergray rockfish,2590.5,82.0
Animalia,Teleostei,Copper rockfish,1507.0,55.0
Animalia,Teleostei,Greenspotted rockfish,555.5,33.0
Animalia,Teleostei,Dusky rockfish,995.5,67.0
Animalia,Teleostei,Starry rockfish,572.0,32.0
Animalia,Teleostei,Splitnose rockfish,445.5,84.0
Animalia,Teleostei,Greenstriped rockfish,346.5,42.0
Animalia,Teleostei,Yellowtail rockfish,1380.5,64.0
Animalia,Teleostei,Chilipepper,847.0,27.0
Animalia,Teleostei,Cowcod,7150.0,55.0
Animalia,Teleostei,Quillback rockfish,1804.0,90.0
Animalia,Teleostei,Black rockfish,2640.0,50.0
Animalia,Teleostei,Vermilion rockfish,3700.0,43.0
Animalia,Teleostei,Blue rockfish,2084.5,44.0
Animalia,Teleostei,China rockfish,918.5,79.0
Animalia,Teleostei,Tiger rockfish,1221.0,116.0
Animalia,Teleostei,Speckled rockfish,522.5,37.0
Animalia,Teleostei,Bocaccio,5296.5,50.0
Animalia,Teleostei,Canary rockfish,2491.5,84.0
Animalia,Teleostei,Rasphead rockfish,9790.0,118.0
Animalia,Teleostei,Flag rockfish,797.5,18.0
Animalia,Teleostei,Bank rockfish,1089.0,53.0
Animalia,Teleostei,Olive rockfish,900.0,25.0
Animalia,Teleostei,Norway haddock,550.0,40.0
Animalia,Teleostei,Shortspine thornyhead,1270.5,115.0
Animalia,Teleostei,Bluefin searobin,825.0,15.0
Animalia,Teleostei,Tub gurnard,3300.0,15.0
Animalia,Teleostei,African catfish,6875.0,17.0
Animalia,Teleostei,White catfish,5362.5,14.0
Animalia,Teleostei,Black bullhead,1995.5,10.0
Animalia,Teleostei,Yellow bullhead,1278.0,7.0
Animalia,Teleostei,Blue catfish,37450.0,21.0
Animalia,Teleostei,Channel catfish,13732.5,16.0
Animalia,Teleostei,Flathead catfish,30717.5,20.0
Animalia,Teleostei,Upside-down catfish,275.0,31.0
Animalia,Teleostei,Cobbler,1375.0,13.0
Animalia,Teleostei,Sheatfish,168300.0,60.0
Animalia,Teleostei,Pacific viperfish,12.87,8.0
Animalia,Teleostei,Chinaman-leatherjacket,1925.0,9.0
Animalia,Teleostei,Black oreo,825.0,100.0
Animalia,Teleostei,Warty oreo,1100.0,140.0
Animalia,Teleostei,Spiky oreo,1100.0,100.0
Animalia,Teleostei,Smooth oreo,2750.0,100.0
Animalia,Teleostei,European john dory,4400.0,12.0
